date,temperature
2020-07-05,31.6
2020-07-06,30.5
2020-07-07,31.3
2020-07-08,29.7
2020-07-09,31.9
2020-07-10,30.4
2020-07-11,27.7
2020-07-12,31.9
2020-07-13,29.1
2020-07-14,31.4
2020-07-15,31.8
2020-07-16,27.6
2020-07-17,30.5
2020-07-18,31.6
2020-07-19,29.4
2020-07-20,30.7
2020-07-21,29.8
2020-07-22,27.7
2020-07-23,28.7
2020-07-24,27.1
2020-07-25,30.0
2020-07-26,29.3
2020-07-27,30.4
2020-07-28,31.2
2020-07-29,30.3
2020-07-30,28.7
2020-07-31,28.8
2020-08-01,30.1
2020-08-02,31.2
2020-08-03,28.7
2020-08-04,30.8
2020-08-05,29.9
2020-08-06,31.8
2020-08-07,28.6
2020-08-08,28.2
2020-08-09,30.9
2020-08-10,29.4
2020-08-11,28.6
2020-08-12,29.5
2020-08-13,30.0
2020-08-14,29.5
2020-08-15,27.3
2020-08-16,27.3
2020-08-17,28.7
2020-08-18,31.7
2020-08-19,30.1
2020-08-20,31.1
2020-08-21,28.6
2020-08-22,31.0
2020-08-23,28.2
2020-08-24,27.1
2020-08-25,28.3
2020-08-26,29.7
2020-08-27,27.7
2020-08-28,31.6
2020-08-29,31.4
2020-08-30,28.4
2020-08-31,27.2
2020-09-01,29.8
2020-09-02,27.1
2020-09-03,28.9
2020-09-04,27.0
2020-09-05,26.7
2020-09-06,27.0
2020-09-07,27.7
2020-09-08,26.9
2020-09-09,25.7
2020-09-10,28.0
2020-09-11,26.6
2020-09-12,29.2
2020-09-13,26.6
2020-09-14,26.9
2020-09-15,29.6
2020-09-16,29.7
2020-09-17,25.4
2020-09-18,25.1
2020-09-19,27.7
2020-09-20,27.0
2020-09-21,28.2
2020-09-22,28.2
2020-09-23,26.5
2020-09-24,25.6
2020-09-25,29.9
2020-09-26,26.9
2020-09-27,27.8
2020-09-28,28.1
2020-09-29,29.2
2020-09-30,29.3
2020-10-01,25.3
2020-10-02,22.5
2020-10-03,22.5
2020-10-04,23.6
2020-10-05,23.1
2020-10-06,24.7
2020-10-07,26.0
2020-10-08,24.5
2020-10-09,26.0
2020-10-10,26.1
2020-10-11,26.2
2020-10-12,23.2
2020-10-13,23.6
2020-10-14,22.1
2020-10-15,26.4
2020-10-16,24.1
2020-10-17,22.1
2020-10-18,23.0
2020-10-19,23.2
2020-10-20,22.2
2020-10-21,23.2
2020-10-22,22.4
2020-10-23,26.9
2020-10-24,23.3
2020-10-25,25.4
2020-10-26,23.3
2020-10-27,23.3
2020-10-28,25.9
2020-10-29,24.5
2020-10-30,25.8
2020-10-31,25.8
2020-11-01,21.1
2020-11-02,22.2
2020-11-03,18.7
2020-11-04,20.8
2020-11-05,18.6
2020-11-06,22.7
2020-11-07,19.6
2020-11-08,22.9
2020-11-09,18.6
2020-11-10,21.1
2020-11-11,18.0
2020-11-12,21.6
2020-11-13,22.8
2020-11-14,18.5
2020-11-15,19.0
2020-11-16,18.8
2020-11-17,21.2
2020-11-18,19.7
2020-11-19,19.3
2020-11-20,21.9
2020-11-21,19.5
2020-11-22,22.3
2020-11-23,20.4
2020-11-24,20.7
2020-11-25,18.3
2020-11-26,19.8
2020-11-27,22.1
2020-11-28,19.3
2020-11-29,19.2
2020-11-30,22.6
2020-12-01,17.2
2020-12-02,15.5
2020-12-03,17.5
2020-12-04,18.9
2020-12-05,15.1
2020-12-06,18.5
2020-12-07,16.8
2020-12-08,17.6
2020-12-09,17.2
2020-12-10,17.0
2020-12-11,17.1
2020-12-12,16.5
2020-12-13,17.2
2020-12-14,16.2
2020-12-15,15.4
2020-12-16,18.4
2020-12-17,17.5
2020-12-18,15.8
2020-12-19,17.3
2020-12-20,18.0
2020-12-21,15.4
2020-12-22,15.9
2020-12-23,18.2
2020-12-24,16.4
2020-12-25,18.0
2020-12-26,15.2
2020-12-27,18.4
2020-12-28,15.7
2020-12-29,17.2
2020-12-30,15.5
2020-12-31,18.8
2021-01-01,16.8
2021-01-02,14.9
2021-01-03,16.2
2021-01-04,17.1
2021-01-05,15.4
2021-01-06,17.8
2021-01-07,15.8
2021-01-08,17.8
2021-01-09,16.2
2021-01-10,17.9
2021-01-11,16.9
2021-01-12,16.2
2021-01-13,16.0
2021-01-14,15.4
2021-01-15,15.4
2021-01-16,14.9
2021-01-17,16.6
2021-01-18,14.9
2021-01-19,17.6
2021-01-20,16.9
2021-01-21,15.8
2021-01-22,17.4
2021-01-23,16.1
2021-01-24,16.2
2021-01-25,15.9
2021-01-26,15.5
2021-01-27,17.5
2021-01-28,15.0
2021-01-29,14.6
2021-01-30,15.3
2021-01-31,15.5
2021-02-01,16.2
2021-02-02,18.1
2021-02-03,16.4
2021-02-04,16.7
2021-02-05,18.8
2021-02-06,18.6
2021-02-07,17.0
2021-02-08,15.8
2021-02-09,18.1
2021-02-10,18.3
2021-02-11,17.6
2021-02-12,18.5
2021-02-13,17.4
2021-02-14,18.6
2021-02-15,15.5
2021-02-16,17.8
2021-02-17,18.3
2021-02-18,18.0
2021-02-19,16.0
2021-02-20,18.8
2021-02-21,15.8
2021-02-22,19.0
2021-02-23,17.8
2021-02-24,15.3
2021-02-25,17.7
2021-02-26,15.5
2021-02-27,17.0
2021-02-28,18.0
2021-03-01,20.3
2021-03-02,18.0
2021-03-03,17.7
2021-03-04,19.8
2021-03-05,18.3
2021-03-06,17.2
2021-03-07,18.1
2021-03-08,20.0
2021-03-09,20.2
2021-03-10,19.2
2021-03-11,20.5
2021-03-12,19.2
2021-03-13,17.2
2021-03-14,19.7
2021-03-15,17.5
2021-03-16,18.2
2021-03-17,19.1
2021-03-18,19.8
2021-03-19,20.5
2021-03-20,17.7
2021-03-21,19.3
2021-03-22,17.4
2021-03-23,17.7
2021-03-24,20.7
2021-03-25,19.1
2021-03-26,18.8
2021-03-27,17.8
2021-03-28,18.4
2021-03-29,20.8
2021-03-30,17.1
2021-03-31,18.6
2021-04-01,20.8
2021-04-02,21.4
2021-04-03,22.3
2021-04-04,20.7
2021-04-05,21.7
2021-04-06,21.5
2021-04-07,23.0
2021-04-08,24.1
2021-04-09,23.0
2021-04-10,20.7
2021-04-11,22.6
2021-04-12,22.7
2021-04-13,21.3
2021-04-14,22.3
2021-04-15,22.0
2021-04-16,22.0
2021-04-17,21.6
2021-04-18,21.9
2021-04-19,20.5
2021-04-20,20.3
2021-04-21,20.4
2021-04-22,24.1
2021-04-23,24.1
2021-04-24,24.1
2021-04-25,20.6
2021-04-26,21.5
2021-04-27,20.2
2021-04-28,23.0
2021-04-29,21.0
2021-04-30,24.2
2021-05-01,24.5
2021-05-02,25.1
2021-05-03,25.9
2021-05-04,23.4
2021-05-05,24.8
2021-05-06,23.8
2021-05-07,25.2
2021-05-08,25.9
2021-05-09,25.8
2021-05-10,25.0
2021-05-11,23.3
2021-05-12,26.5
2021-05-13,26.6
2021-05-14,25.0
2021-05-15,24.1
2021-05-16,26.5
2021-05-17,26.5
2021-05-18,26.7
2021-05-19,23.9
2021-05-20,25.8
2021-05-21,24.2
2021-05-22,23.2
2021-05-23,24.2
2021-05-24,25.1
2021-05-25,25.9
2021-05-26,24.1
2021-05-27,25.3
2021-05-28,23.1
2021-05-29,25.1
2021-05-30,25.1
2021-05-31,23.3
2021-06-01,27.1
2021-06-02,28.6
2021-06-03,28.3
2021-06-04,25.8
2021-06-05,27.0
2021-06-06,28.4
2021-06-07,25.1
2021-06-08,25.7
2021-06-09,27.5
2021-06-10,28.4
2021-06-11,26.5
2021-06-12,27.7
2021-06-13,28.1
2021-06-14,25.9
2021-06-15,26.0
2021-06-16,26.0
2021-06-17,26.3
2021-06-18,28.9
2021-06-19,26.0
2021-06-20,28.7
2021-06-21,28.9
2021-06-22,27.2
2021-06-23,28.8
2021-06-24,27.1
2021-06-25,27.6
2021-06-26,26.4
2021-06-27,29.0
2021-06-28,27.3
2021-06-29,27.7
2021-06-30,28.0
2021-07-01,29.0
2021-07-02,28.5
2021-07-03,27.3
2021-07-04,28.0
2021-07-05,30.6
2021-07-06,29.0
2021-07-07,30.5
2021-07-08,30.8
2021-07-09,30.8
2021-07-10,29.8
2021-07-11,30.6
2021-07-12,28.7
2021-07-13,27.2
2021-07-14,30.5
2021-07-15,27.9
2021-07-16,32.0
2021-07-17,30.1
2021-07-18,27.3
2021-07-19,29.6
2021-07-20,31.7
2021-07-21,28.5
2021-07-22,29.6
2021-07-23,30.0
2021-07-24,29.0
2021-07-25,30.9
2021-07-26,28.2
2021-07-27,29.9
2021-07-28,30.7
2021-07-29,29.8
2021-07-30,29.2
2021-07-31,29.1
2021-08-01,28.5
2021-08-02,31.0
2021-08-03,29.1
2021-08-04,28.7
2021-08-05,29.0
2021-08-06,29.1
2021-08-07,30.6
2021-08-08,30.4
2021-08-09,31.4
2021-08-10,28.4
2021-08-11,28.6
2021-08-12,30.8
2021-08-13,29.7
2021-08-14,29.6
2021-08-15,28.1
2021-08-16,31.5
2021-08-17,30.2
2021-08-18,29.5
2021-08-19,31.3
2021-08-20,27.7
2021-08-21,31.2
2021-08-22,27.7
2021-08-23,28.7
2021-08-24,27.9
2021-08-25,30.3
2021-08-26,31.2
2021-08-27,29.2
2021-08-28,31.3
2021-08-29,30.6
2021-08-30,27.3
2021-08-31,31.6
2021-09-01,25.3
2021-09-02,27.4
2021-09-03,29.9
2021-09-04,25.9
2021-09-05,25.1
2021-09-06,25.2
2021-09-07,27.1
2021-09-08,26.4
2021-09-09,26.2
2021-09-10,26.0
2021-09-11,27.0
2021-09-12,28.6
2021-09-13,27.2
2021-09-14,27.6
2021-09-15,26.1
2021-09-16,29.7
2021-09-17,29.3
2021-09-18,25.3
2021-09-19,28.5
2021-09-20,29.3
2021-09-21,25.3
2021-09-22,27.2
2021-09-23,28.0
2021-09-24,27.4
2021-09-25,26.7
2021-09-26,27.9
2021-09-27,28.6
2021-09-28,28.4
2021-09-29,29.4
2021-09-30,26.3
2021-10-01,23.1
2021-10-02,23.4
2021-10-03,25.4
2021-10-04,23.0
2021-10-05,25.5
2021-10-06,23.5
2021-10-07,25.9
2021-10-08,26.8
2021-10-09,24.7
2021-10-10,23.2
2021-10-11,22.8
2021-10-12,25.7
2021-10-13,23.4
2021-10-14,26.6
2021-10-15,22.1
2021-10-16,22.7
2021-10-17,23.8
2021-10-18,22.0
2021-10-19,25.4
2021-10-20,26.6
2021-10-21,23.0
2021-10-22,25.5
2021-10-23,23.3
2021-10-24,22.7
2021-10-25,26.7
2021-10-26,23.0
2021-10-27,25.3
2021-10-28,24.4
2021-10-29,24.2
2021-10-30,23.7
2021-10-31,26.8
2021-11-01,20.5
2021-11-02,20.8
2021-11-03,22.6
2021-11-04,21.6
2021-11-05,20.4
2021-11-06,21.7
2021-11-07,21.5
2021-11-08,20.7
2021-11-09,20.7
2021-11-10,18.9
2021-11-11,18.2
2021-11-12,22.2
2021-11-13,20.8
2021-11-14,21.5
2021-11-15,21.6
2021-11-16,19.4
2021-11-17,22.4
2021-11-18,18.8
2021-11-19,19.2
2021-11-20,21.7
2021-11-21,21.3
2021-11-22,20.8
2021-11-23,20.6
2021-11-24,21.7
2021-11-25,18.8
2021-11-26,22.0
2021-11-27,20.8
2021-11-28,20.6
2021-11-29,22.5
2021-11-30,22.6
2021-12-01,16.1
2021-12-02,15.8
2021-12-03,15.3
2021-12-04,16.8
2021-12-05,16.3
2021-12-06,17.1
2021-12-07,16.2
2021-12-08,16.7
2021-12-09,19.0
2021-12-10,18.7
2021-12-11,16.3
2021-12-12,15.2
2021-12-13,18.3
2021-12-14,17.1
2021-12-15,17.8
2021-12-16,16.8
2021-12-17,15.2
2021-12-18,17.5
2021-12-19,17.6
2021-12-20,16.4
2021-12-21,17.9
2021-12-22,18.3
2021-12-23,17.2
2021-12-24,15.1
2021-12-25,16.2
2021-12-26,15.6
2021-12-27,16.1
2021-12-28,18.5
2021-12-29,17.7
2021-12-30,18.9
2021-12-31,18.3
2022-01-01,15.2
2022-01-02,15.1
2022-01-03,17.4
2022-01-04,14.4
2022-01-05,15.3
2022-01-06,16.5
2022-01-07,15.5
2022-01-08,16.6
2022-01-09,15.5
2022-01-10,17.3
2022-01-11,17.8
2022-01-12,15.5
2022-01-13,16.6
2022-01-14,17.9
2022-01-15,17.8
2022-01-16,14.2
2022-01-17,16.6
2022-01-18,15.2
2022-01-19,16.2
2022-01-20,17.7
2022-01-21,14.7
2022-01-22,17.7
2022-01-23,14.1
2022-01-24,16.4
2022-01-25,14.5
2022-01-26,14.2
2022-01-27,17.0
2022-01-28,16.0
2022-01-29,17.3
2022-01-30,14.7
2022-01-31,17.7
2022-02-01,18.6
2022-02-02,16.6
2022-02-03,16.3
2022-02-04,17.6
2022-02-05,18.6
2022-02-06,15.4
2022-02-07,15.3
2022-02-08,15.4
2022-02-09,15.2
2022-02-10,18.2
2022-02-11,17.5
2022-02-12,17.7
2022-02-13,15.1
2022-02-14,16.9
2022-02-15,15.9
2022-02-16,17.6
2022-02-17,15.9
2022-02-18,17.6
2022-02-19,15.3
2022-02-20,18.9
2022-02-21,15.0
2022-02-22,16.8
2022-02-23,17.8
2022-02-24,18.2
2022-02-25,17.8
2022-02-26,16.8
2022-02-27,16.9
2022-02-28,17.0
2022-03-01,20.0
2022-03-02,17.5
2022-03-03,20.7
2022-03-04,17.5
2022-03-05,18.4
2022-03-06,20.6
2022-03-07,18.2
2022-03-08,17.2
2022-03-09,18.1
2022-03-10,19.4
2022-03-11,19.8
2022-03-12,19.1
2022-03-13,19.8
2022-03-14,17.9
2022-03-15,19.5
2022-03-16,17.1
2022-03-17,19.1
2022-03-18,17.1
2022-03-19,19.1
2022-03-20,18.2
2022-03-21,18.6
2022-03-22,18.5
2022-03-23,20.0
2022-03-24,19.8
2022-03-25,20.4
2022-03-26,18.9
2022-03-27,20.1
2022-03-28,20.2
2022-03-29,17.8
2022-03-30,18.3
2022-03-31,19.7
2022-04-01,23.6
2022-04-02,24.0
2022-04-03,22.2
2022-04-04,22.0
2022-04-05,23.0
2022-04-06,23.4
2022-04-07,25.0
2022-04-08,23.3
2022-04-09,20.1
2022-04-10,23.7
2022-04-11,21.5
2022-04-12,22.5
2022-04-13,21.4
2022-04-14,20.2
2022-04-15,24.8
2022-04-16,20.7
2022-04-17,24.8
2022-04-18,23.3
2022-04-19,20.8
2022-04-20,20.5
2022-04-21,21.5
2022-04-22,22.9
2022-04-23,21.7
2022-04-24,21.0
2022-04-25,23.0
2022-04-26,20.9
2022-04-27,23.5
2022-04-28,24.7
2022-04-29,21.0
2022-04-30,23.7
2022-05-01,25.2
2022-05-02,26.1
2022-05-03,24.8
2022-05-04,25.7
2022-05-05,26.7
2022-05-06,26.7
2022-05-07,26.7
2022-05-08,26.9
2022-05-09,24.6
2022-05-10,23.5
2022-05-11,26.4
2022-05-12,26.0
2022-05-13,26.8
2022-05-14,24.3
2022-05-15,23.5
2022-05-16,24.3
2022-05-17,24.6
2022-05-18,24.9
2022-05-19,24.1
2022-05-20,25.5
2022-05-21,26.4
2022-05-22,25.6
2022-05-23,24.2
2022-05-24,26.9
2022-05-25,23.7
2022-05-26,24.6
2022-05-27,24.8
2022-05-28,23.0
2022-05-29,26.8
2022-05-30,25.2
2022-05-31,23.4
2022-06-01,25.2
2022-06-02,25.2
2022-06-03,27.6
2022-06-04,27.6
2022-06-05,27.8
2022-06-06,28.9
2022-06-07,26.1
2022-06-08,28.2
2022-06-09,25.0
2022-06-10,28.2
2022-06-11,25.3
2022-06-12,25.4
2022-06-13,27.5
2022-06-14,26.2
2022-06-15,25.4
2022-06-16,27.2
2022-06-17,28.8
2022-06-18,26.9
2022-06-19,26.3
2022-06-20,27.2
2022-06-21,28.7
2022-06-22,25.5
2022-06-23,25.7
2022-06-24,27.1
2022-06-25,25.9
2022-06-26,26.7
2022-06-27,25.8
2022-06-28,26.7
2022-06-29,26.8
2022-06-30,25.2
2022-07-01,28.8
2022-07-02,29.9
2022-07-03,31.1
2022-07-04,31.8
2022-07-05,28.7
2022-07-06,28.3
2022-07-07,29.6
2022-07-08,28.1
2022-07-09,28.9
2022-07-10,30.7
2022-07-11,27.1
2022-07-12,27.4
2022-07-13,28.7
2022-07-14,29.7
2022-07-15,30.3
2022-07-16,30.1
2022-07-17,30.6
2022-07-18,30.0
2022-07-19,29.8
2022-07-20,30.7
2022-07-21,31.5
2022-07-22,28.6
2022-07-23,29.0
2022-07-24,27.8
2022-07-25,30.2
2022-07-26,27.8
2022-07-27,30.1
2022-07-28,31.3
2022-07-29,28.1
2022-07-30,27.2
2022-07-31,29.0
2022-08-01,30.9
2022-08-02,27.6
2022-08-03,31.2
2022-08-04,28.4
2022-08-05,31.9
2022-08-06,31.0
2022-08-07,27.2
2022-08-08,27.2
2022-08-09,31.9
2022-08-10,27.7
2022-08-11,27.5
2022-08-12,31.9
2022-08-13,30.5
2022-08-14,31.9
2022-08-15,30.9
2022-08-16,31.4
2022-08-17,29.5
2022-08-18,28.1
2022-08-19,28.4
2022-08-20,30.8
2022-08-21,29.2
2022-08-22,30.9
2022-08-23,28.5
2022-08-24,27.4
2022-08-25,28.2
2022-08-26,27.1
2022-08-27,29.2
2022-08-28,28.6
2022-08-29,28.3
2022-08-30,29.0
2022-08-31,31.9
2022-09-01,25.1
2022-09-02,25.7
2022-09-03,28.0
2022-09-04,28.8
2022-09-05,27.6
2022-09-06,29.8
2022-09-07,28.6
2022-09-08,29.8
2022-09-09,28.4
2022-09-10,25.8
2022-09-11,29.0
2022-09-12,27.3
2022-09-13,29.9
2022-09-14,25.9
2022-09-15,25.2
2022-09-16,28.6
2022-09-17,26.7
2022-09-18,27.3
2022-09-19,26.4
2022-09-20,28.8
2022-09-21,28.8
2022-09-22,29.1
2022-09-23,25.7
2022-09-24,28.6
2022-09-25,26.1
2022-09-26,25.3
2022-09-27,29.7
2022-09-28,25.7
2022-09-29,27.4
2022-09-30,27.6
2022-10-01,26.7
2022-10-02,23.4
2022-10-03,22.5
2022-10-04,25.2
2022-10-05,22.3
2022-10-06,22.0
2022-10-07,24.3
2022-10-08,23.3
2022-10-09,26.6
2022-10-10,25.6
2022-10-11,26.7
2022-10-12,26.7
2022-10-13,26.2
2022-10-14,25.5
2022-10-15,26.3
2022-10-16,26.1
2022-10-17,22.3
2022-10-18,24.9
2022-10-19,22.5
2022-10-20,22.3
2022-10-21,26.0
2022-10-22,25.5
2022-10-23,26.5
2022-10-24,24.4
2022-10-25,23.2
2022-10-26,24.0
2022-10-27,24.3
2022-10-28,24.0
2022-10-29,23.9
2022-10-30,26.1
2022-10-31,22.7
2022-11-01,20.4
2022-11-02,19.0
2022-11-03,18.3
2022-11-04,20.1
2022-11-05,22.3
2022-11-06,18.9
2022-11-07,21.7
2022-11-08,18.1
2022-11-09,19.5
2022-11-10,19.0
2022-11-11,20.9
2022-11-12,19.2
2022-11-13,19.0
2022-11-14,21.1
2022-11-15,19.6
2022-11-16,19.7
2022-11-17,20.8
2022-11-18,22.0
2022-11-19,22.7
2022-11-20,20.0
2022-11-21,21.1
2022-11-22,19.4
2022-11-23,19.6
2022-11-24,21.5
2022-11-25,22.5
2022-11-26,20.9
2022-11-27,21.3
2022-11-28,20.8
2022-11-29,19.9
2022-11-30,22.0
2022-12-01,16.9
2022-12-02,18.6
2022-12-03,18.9
2022-12-04,18.8
2022-12-05,15.6
2022-12-06,15.8
2022-12-07,16.4
2022-12-08,16.7
2022-12-09,18.8
2022-12-10,16.3
2022-12-11,15.7
2022-12-12,18.8
2022-12-13,17.4
2022-12-14,15.2
2022-12-15,16.3
2022-12-16,18.9
2022-12-17,17.8
2022-12-18,16.3
2022-12-19,15.5
2022-12-20,18.6
2022-12-21,17.4
2022-12-22,16.3
2022-12-23,18.4
2022-12-24,15.9
2022-12-25,18.3
2022-12-26,18.8
2022-12-27,15.0
2022-12-28,15.2
2022-12-29,15.8
2022-12-30,15.5
2022-12-31,15.4
2023-01-01,17.0
2023-01-02,14.1
2023-01-03,17.2
2023-01-04,17.6
2023-01-05,14.8
2023-01-06,15.4
2023-01-07,17.3
2023-01-08,16.7
2023-01-09,16.8
2023-01-10,14.2
2023-01-11,14.9
2023-01-12,14.9
2023-01-13,17.2
2023-01-14,14.3
2023-01-15,14.8
2023-01-16,16.7
2023-01-17,15.7
2023-01-18,14.1
2023-01-19,17.5
2023-01-20,17.1
2023-01-21,17.0
2023-01-22,15.0
2023-01-23,16.7
2023-01-24,14.5
2023-01-25,15.5
2023-01-26,15.9
2023-01-27,15.4
2023-01-28,16.1
2023-01-29,16.8
2023-01-30,14.3
2023-01-31,14.1
2023-02-01,18.5
2023-02-02,17.9
2023-02-03,17.3
2023-02-04,16.9
2023-02-05,17.5
2023-02-06,18.4
2023-02-07,17.5
2023-02-08,15.1
2023-02-09,15.2
2023-02-10,16.0
2023-02-11,18.5
2023-02-12,15.1
2023-02-13,16.8
2023-02-14,16.8
2023-02-15,17.6
2023-02-16,15.1
2023-02-17,16.5
2023-02-18,18.5
2023-02-19,17.4
2023-02-20,15.7
2023-02-21,15.3
2023-02-22,15.2
2023-02-23,17.1
2023-02-24,16.1
2023-02-25,15.8
2023-02-26,16.2
2023-02-27,16.2
2023-02-28,18.2
2023-03-01,18.5
2023-03-02,19.7
2023-03-03,20.1
2023-03-04,17.8
2023-03-05,18.6
2023-03-06,19.7
2023-03-07,17.8
2023-03-08,20.1
2023-03-09,20.9
2023-03-10,17.5
2023-03-11,18.3
2023-03-12,19.5
2023-03-13,20.2
2023-03-14,17.6
2023-03-15,20.3
2023-03-16,18.1
2023-03-17,19.2
2023-03-18,17.5
2023-03-19,17.6
2023-03-20,19.7
2023-03-21,17.8
2023-03-22,17.2
2023-03-23,18.7
2023-03-24,18.5
2023-03-25,19.2
2023-03-26,18.1
2023-03-27,20.1
2023-03-28,20.1
2023-03-29,18.9
2023-03-30,20.5
2023-03-31,17.8
2023-04-01,21.4
2023-04-02,21.6
2023-04-03,23.0
2023-04-04,20.4
2023-04-05,20.2
2023-04-06,21.8
2023-04-07,24.8
2023-04-08,21.0
2023-04-09,24.1
2023-04-10,23.6
2023-04-11,24.4
2023-04-12,20.6
2023-04-13,24.3
2023-04-14,22.3
2023-04-15,24.7
2023-04-16,20.0
2023-04-17,22.8
2023-04-18,20.0
2023-04-19,22.9
2023-04-20,20.9
2023-04-21,21.6
2023-04-22,20.8
2023-04-23,20.8
2023-04-24,24.6
2023-04-25,20.7
2023-04-26,23.9
2023-04-27,23.3
2023-04-28,23.1
2023-04-29,23.9
2023-04-30,22.6
2023-05-01,24.8
2023-05-02,23.8
2023-05-03,23.0
2023-05-04,23.0
2023-05-05,24.8
2023-05-06,23.5
2023-05-07,26.0
2023-05-08,23.8
2023-05-09,25.3
2023-05-10,25.1
2023-05-11,25.4
2023-05-12,24.8
2023-05-13,24.3
2023-05-14,26.2
2023-05-15,23.5
2023-05-16,23.9
2023-05-17,24.2
2023-05-18,24.2
2023-05-19,26.9
2023-05-20,25.6
2023-05-21,24.9
2023-05-22,24.6
2023-05-23,26.1
2023-05-24,24.4
2023-05-25,25.1
2023-05-26,23.4
2023-05-27,24.7
2023-05-28,23.8
2023-05-29,26.0
2023-05-30,24.7
2023-05-31,26.9
2023-06-01,28.4
2023-06-02,25.3
2023-06-03,26.9
2023-06-04,28.7
2023-06-05,25.6
2023-06-06,25.6
2023-06-07,25.8
2023-06-08,27.2
2023-06-09,26.7
2023-06-10,25.5
2023-06-11,26.4
2023-06-12,28.4
2023-06-13,26.4
2023-06-14,28.5
2023-06-15,25.7
2023-06-16,28.3
2023-06-17,26.8
2023-06-18,26.2
2023-06-19,27.5
2023-06-20,25.8
2023-06-21,25.1
2023-06-22,27.4
2023-06-23,27.3
2023-06-24,27.0
