date,temperature
2020/9/16,29.7
2020/9/17,25.4
2020/9/18,25.1
2020/9/19,27.7
2020/9/20,27
2020/9/21,28.2
2020/9/22,28.2
2020/9/23,26.5
2020/9/24,25.6
2020/9/25,29.9
2020/9/26,26.9
2020/9/27,27.8
2020/9/28,28.1
2020/9/29,29.2
2020/9/30,29.3
2020/10/1,25.3
2020/10/2,22.5
2020/10/3,22.5
2020/10/4,23.6
2020/10/5,23.1
2020/10/6,24.7
2020/10/7,26
2020/10/8,24.5
2020/10/9,26
2020/10/10,26.1
2020/10/11,26.2
2020/10/12,23.2
2020/10/13,23.6
2020/10/14,22.1
2020/10/15,26.4
2020/10/16,24.1
2020/10/17,22.1
2020/10/18,23
2020/10/19,23.2
2020/10/20,22.2
2020/10/21,23.2
2020/10/22,22.4
2020/10/23,26.9
2020/10/24,23.3
2020/10/25,25.4
2020/10/26,23.3
2020/10/27,23.3
2020/10/28,25.9
2020/10/29,24.5
2020/10/30,25.8
2020/10/31,25.8
2020/11/1,21.1
2020/11/2,22.2
2020/11/3,18.7
2020/11/4,20.8
2020/11/5,18.6
2020/11/6,22.7
2020/11/7,19.6
2020/11/8,22.9
2020/11/9,18.6
2020/11/10,21.1
2020/11/11,18
2020/11/12,21.6
2020/11/13,22.8
2020/11/14,18.5
2020/11/15,19
2020/11/16,18.8
2020/11/17,21.2
2020/11/18,19.7
2020/11/19,19.3
2020/11/20,21.9
2020/11/21,19.5
2020/11/22,22.3
2020/11/23,20.4
2020/11/24,20.7
2020/11/25,18.3
2020/11/26,19.8
2020/11/27,22.1
2020/11/28,19.3
2020/11/29,19.2
2020/11/30,22.6
2020/12/1,17.2
2020/12/2,15.5
2020/12/3,17.5
2020/12/4,18.9
2020/12/5,15.1
2020/12/6,18.5
2020/12/7,16.8
2020/12/8,17.6
2020/12/9,17.2
2020/12/10,17
2020/12/11,17.1
2020/12/12,16.5
2020/12/13,17.2
2020/12/14,16.2
2020/12/15,15.4
2020/12/16,18.4
2020/12/17,17.5
2020/12/18,15.8
2020/12/19,17.3
2020/12/20,18
2020/12/21,15.4
2020/12/22,15.9
2020/12/23,18.2
2020/12/24,16.4
2020/12/25,18
2020/12/26,15.2
2020/12/27,18.4
2020/12/28,15.7
2020/12/29,17.2
2020/12/30,15.5
2020/12/31,18.8
2021/1/1,16.8
2021/1/2,14.9
2021/1/3,16.2
2021/1/4,17.1
2021/1/5,15.4
2021/1/6,17.8
2021/1/7,15.8
2021/1/8,17.8
2021/1/9,16.2
2021/1/10,17.9
2021/1/11,16.9
2021/1/12,16.2
2021/1/13,16
2021/1/14,15.4
2021/1/15,15.4
2021/1/16,14.9
2021/1/17,16.6
2021/1/18,14.9
2021/1/19,17.6
2021/1/20,16.9
2021/1/21,15.8
2021/1/22,17.4
2021/1/23,16.1
2021/1/24,16.2
2021/1/25,15.9
2021/1/26,15.5
2021/1/27,17.5
2021/1/28,15
2021/1/29,14.6
2021/1/30,15.3
2021/1/31,15.5
2021/2/1,16.2
2021/2/2,18.1
2021/2/3,16.4
2021/2/4,16.7
2021/2/5,18.8
2021/2/6,18.6
2021/2/7,17
2021/2/8,15.8
2021/2/9,18.1
2021/2/10,18.3
2021/2/11,17.6
2021/2/12,18.5
2021/2/13,17.4
2021/2/14,18.6
2021/2/15,15.5
2021/2/16,17.8
2021/2/17,18.3
2021/2/18,18
2021/2/19,16
2021/2/20,18.8
2021/2/21,15.8
2021/2/22,19
2021/2/23,17.8
2021/2/24,15.3
2021/2/25,17.7
2021/2/26,15.5
2021/2/27,17
2021/2/28,18
2021/3/1,20.3
2021/3/2,18
2021/3/3,17.7
2021/3/4,19.8
2021/3/5,18.3
2021/3/6,17.2
2021/3/7,18.1
2021/3/8,20
2021/3/9,20.2
2021/3/10,19.2
2021/3/11,20.5
2021/3/12,19.2
2021/3/13,17.2
2021/3/14,19.7
2021/3/15,17.5
2021/3/16,18.2
2021/3/17,19.1
2021/3/18,19.8
2021/3/19,20.5
2021/3/20,17.7
2021/3/21,19.3
2021/3/22,17.4
2021/3/23,17.7
2021/3/24,20.7
2021/3/25,19.1
2021/3/26,18.8
2021/3/27,17.8
2021/3/28,18.4
2021/3/29,20.8
2021/3/30,17.1
2021/3/31,18.6
2021/4/1,20.8
2021/4/2,21.4
2021/4/3,22.3
2021/4/4,20.7
2021/4/5,21.7
2021/4/6,21.5
2021/4/7,23
2021/4/8,24.1
2021/4/9,23
2021/4/10,20.7
2021/4/11,22.6
2021/4/12,22.7
2021/4/13,21.3
2021/4/14,22.3
2021/4/15,22
2021/4/16,22
2021/4/17,21.6
2021/4/18,21.9
2021/4/19,20.5
2021/4/20,20.3
2021/4/21,20.4
2021/4/22,24.1
2021/4/23,24.1
2021/4/24,24.1
2021/4/25,20.6
2021/4/26,21.5
2021/4/27,20.2
2021/4/28,23
2021/4/29,21
2021/4/30,24.2
2021/5/1,24.5
2021/5/2,25.1
2021/5/3,25.9
2021/5/4,23.4
2021/5/5,24.8
2021/5/6,23.8
2021/5/7,25.2
2021/5/8,25.9
2021/5/9,25.8
2021/5/10,25
2021/5/11,23.3
2021/5/12,26.5
2021/5/13,26.6
2021/5/14,25
2021/5/15,24.1
2021/5/16,26.5
2021/5/17,26.5
2021/5/18,26.7
2021/5/19,23.9
2021/5/20,25.8
2021/5/21,24.2
2021/5/22,23.2
2021/5/23,24.2
2021/5/24,25.1
2021/5/25,25.9
2021/5/26,24.1
2021/5/27,25.3
2021/5/28,23.1
2021/5/29,25.1
2021/5/30,25.1
2021/5/31,23.3
2021/6/1,27.1
2021/6/2,28.6
2021/6/3,28.3
2021/6/4,25.8
2021/6/5,27
2021/6/6,28.4
2021/6/7,25.1
2021/6/8,25.7
2021/6/9,27.5
2021/6/10,28.4
2021/6/11,26.5
2021/6/12,27.7
2021/6/13,28.1
2021/6/14,25.9
2021/6/15,26
2021/6/16,26
2021/6/17,26.3
2021/6/18,28.9
2021/6/19,26
2021/6/20,28.7
2021/6/21,28.9
2021/6/22,27.2
2021/6/23,28.8
2021/6/24,27.1
2021/6/25,27.6
2021/6/26,26.4
2021/6/27,29
2021/6/28,27.3
2021/6/29,27.7
2021/6/30,28
2021/7/1,29
2021/7/2,28.5
2021/7/3,27.3
2021/7/4,28
2021/7/5,30.6
2021/7/6,29
2021/7/7,30.5
2021/7/8,30.8
2021/7/9,30.8
2021/7/10,29.8
2021/7/11,30.6
2021/7/12,28.7
2021/7/13,27.2
2021/7/14,30.5
2021/7/15,27.9
2021/7/16,32
2021/7/17,30.1
2021/7/18,27.3
2021/7/19,29.6
2021/7/20,31.7
2021/7/21,28.5
2021/7/22,29.6
2021/7/23,30
2021/7/24,29
2021/7/25,30.9
2021/7/26,28.2
2021/7/27,29.9
2021/7/28,30.7
2021/7/29,29.8
2021/7/30,29.2
2021/7/31,29.1
2021/8/1,28.5
2021/8/2,31
2021/8/3,29.1
2021/8/4,28.7
2021/8/5,29
2021/8/6,29.1
2021/8/7,30.6
2021/8/8,30.4
2021/8/9,31.4
2021/8/10,28.4
2021/8/11,28.6
2021/8/12,30.8
2021/8/13,29.7
2021/8/14,29.6
2021/8/15,28.1
2021/8/16,31.5
2021/8/17,30.2
2021/8/18,29.5
2021/8/19,31.3
2021/8/20,27.7
2021/8/21,31.2
2021/8/22,27.7
2021/8/23,28.7
2021/8/24,27.9
2021/8/25,30.3
2021/8/26,31.2
2021/8/27,29.2
2021/8/28,31.3
2021/8/29,30.6
2021/8/30,27.3
2021/8/31,31.6
2021/9/1,25.3
2021/9/2,27.4
2021/9/3,29.9
2021/9/4,25.9
2021/9/5,25.1
2021/9/6,25.2
2021/9/7,27.1
2021/9/8,26.4
2021/9/9,26.2
2021/9/10,26
2021/9/11,27
2021/9/12,28.6
2021/9/13,27.2
2021/9/14,27.6
2021/9/15,26.1
2021/9/16,29.7
2021/9/17,29.3
2021/9/18,25.3
2021/9/19,28.5
2021/9/20,29.3
2021/9/21,25.3
2021/9/22,27.2
2021/9/23,28
2021/9/24,27.4
2021/9/25,26.7
2021/9/26,27.9
2021/9/27,28.6
2021/9/28,28.4
2021/9/29,29.4
2021/9/30,26.3
2021/10/1,23.1
2021/10/2,23.4
2021/10/3,25.4
2021/10/4,23
2021/10/5,25.5
2021/10/6,23.5
2021/10/7,25.9
2021/10/8,26.8
2021/10/9,24.7
2021/10/10,23.2
2021/10/11,22.8
2021/10/12,25.7
2021/10/13,23.4
2021/10/14,26.6
2021/10/15,22.1
2021/10/16,22.7
2021/10/17,23.8
2021/10/18,22
2021/10/19,25.4
2021/10/20,26.6
2021/10/21,23
2021/10/22,25.5
2021/10/23,23.3
2021/10/24,22.7
2021/10/25,26.7
2021/10/26,23
2021/10/27,25.3
2021/10/28,24.4
2021/10/29,24.2
2021/10/30,23.7
2021/10/31,26.8
2021/11/1,20.5
2021/11/2,20.8
2021/11/3,22.6
2021/11/4,21.6
2021/11/5,20.4
2021/11/6,21.7
2021/11/7,21.5
2021/11/8,20.7
2021/11/9,20.7
2021/11/10,18.9
2021/11/11,18.2
2021/11/12,22.2
2021/11/13,20.8
2021/11/14,21.5
2021/11/15,21.6
2021/11/16,19.4
2021/11/17,22.4
2021/11/18,18.8
2021/11/19,19.2
2021/11/20,21.7
2021/11/21,21.3
2021/11/22,20.8
2021/11/23,20.6
2021/11/24,21.7
2021/11/25,18.8
2021/11/26,22
2021/11/27,20.8
2021/11/28,20.6
2021/11/29,22.5
2021/11/30,22.6
2021/12/1,16.1
2021/12/2,15.8
2021/12/3,15.3
2021/12/4,16.8
2021/12/5,16.3
2021/12/6,17.1
2021/12/7,16.2
2021/12/8,16.7
2021/12/9,19
2021/12/10,18.7
2021/12/11,16.3
2021/12/12,15.2
2021/12/13,18.3
2021/12/14,17.1
2021/12/15,17.8
2021/12/16,16.8
2021/12/17,15.2
2021/12/18,17.5
2021/12/19,17.6
2021/12/20,16.4
2021/12/21,17.9
2021/12/22,18.3
2021/12/23,17.2
2021/12/24,15.1
2021/12/25,16.2
2021/12/26,15.6
2021/12/27,16.1
2021/12/28,18.5
2021/12/29,17.7
2021/12/30,18.9
2021/12/31,18.3
2022/1/1,15.2
2022/1/2,15.1
2022/1/3,17.4
2022/1/4,14.4
2022/1/5,15.3
2022/1/6,16.5
2022/1/7,15.5
2022/1/8,16.6
2022/1/9,15.5
2022/1/10,17.3
2022/1/11,17.8
2022/1/12,15.5
2022/1/13,16.6
2022/1/14,17.9
2022/1/15,17.8
2022/1/16,14.2
2022/1/17,16.6
2022/1/18,15.2
2022/1/19,16.2
2022/1/20,17.7
2022/1/21,14.7
2022/1/22,17.7
2022/1/23,14.1
2022/1/24,16.4
2022/1/25,14.5
2022/1/26,14.2
2022/1/27,17
2022/1/28,16
2022/1/29,17.3
2022/1/30,14.7
2022/1/31,17.7
2022/2/1,18.6
2022/2/2,16.6
2022/2/3,16.3
2022/2/4,17.6
2022/2/5,18.6
2022/2/6,15.4
2022/2/7,15.3
2022/2/8,15.4
2022/2/9,15.2
2022/2/10,18.2
2022/2/11,17.5
2022/2/12,17.7
2022/2/13,15.1
2022/2/14,16.9
2022/2/15,15.9
2022/2/16,17.6
2022/2/17,15.9
2022/2/18,17.6
2022/2/19,15.3
2022/2/20,18.9
2022/2/21,15
2022/2/22,16.8
2022/2/23,17.8
2022/2/24,18.2
2022/2/25,17.8
2022/2/26,16.8
2022/2/27,16.9
2022/2/28,17
2022/3/1,20
2022/3/2,17.5
2022/3/3,20.7
2022/3/4,17.5
2022/3/5,18.4
2022/3/6,20.6
2022/3/7,18.2
2022/3/8,17.2
2022/3/9,18.1
2022/3/10,19.4
2022/3/11,19.8
2022/3/12,19.1
2022/3/13,19.8
2022/3/14,17.9
2022/3/15,19.5
2022/3/16,17.1
2022/3/17,19.1
2022/3/18,17.1
2022/3/19,19.1
2022/3/20,18.2
2022/3/21,18.6
2022/3/22,18.5
2022/3/23,20
2022/3/24,19.8
2022/3/25,20.4
2022/3/26,18.9
2022/3/27,20.1
2022/3/28,20.2
2022/3/29,17.8
2022/3/30,18.3
2022/3/31,19.7
2022/4/1,23.6
2022/4/2,24
2022/4/3,22.2
2022/4/4,22
2022/4/5,23
2022/4/6,23.4
2022/4/7,25
2022/4/8,23.3
2022/4/9,20.1
2022/4/10,23.7
2022/4/11,21.5
2022/4/12,22.5
2022/4/13,21.4
2022/4/14,20.2
2022/4/15,24.8
2022/4/16,20.7
2022/4/17,24.8
2022/4/18,23.3
2022/4/19,20.8
2022/4/20,20.5
2022/4/21,21.5
2022/4/22,22.9
2022/4/23,21.7
2022/4/24,21
2022/4/25,23
2022/4/26,20.9
2022/4/27,23.5
2022/4/28,24.7
2022/4/29,21
2022/4/30,23.7
2022/5/1,25.2
2022/5/2,26.1
2022/5/3,24.8
2022/5/4,25.7
2022/5/5,26.7
2022/5/6,26.7
2022/5/7,26.7
2022/5/8,26.9
2022/5/9,24.6
2022/5/10,23.5
2022/5/11,26.4
2022/5/12,26
2022/5/13,26.8
2022/5/14,24.3
2022/5/15,23.5
2022/5/16,24.3
2022/5/17,24.6
2022/5/18,24.9
2022/5/19,24.1
2022/5/20,25.5
2022/5/21,26.4
2022/5/22,25.6
2022/5/23,24.2
2022/5/24,26.9
2022/5/25,23.7
2022/5/26,24.6
2022/5/27,24.8
2022/5/28,23
2022/5/29,26.8
2022/5/30,25.2
2022/5/31,23.4
2022/6/1,25.2
2022/6/2,25.2
2022/6/3,27.6
2022/6/4,27.6
2022/6/5,27.8
2022/6/6,28.9
2022/6/7,26.1
2022/6/8,28.2
2022/6/9,25
2022/6/10,28.2
2022/6/11,25.3
2022/6/12,25.4
2022/6/13,27.5
2022/6/14,26.2
2022/6/15,25.4
2022/6/16,27.2
2022/6/17,28.8
2022/6/18,26.9
2022/6/19,26.3
2022/6/20,27.2
2022/6/21,28.7
2022/6/22,25.5
2022/6/23,25.7
2022/6/24,27.1
2022/6/25,25.9
2022/6/26,26.7
2022/6/27,25.8
2022/6/28,26.7
2022/6/29,26.8
2022/6/30,25.2
2022/7/1,28.8
2022/7/2,29.9
2022/7/3,31.1
2022/7/4,31.8
2022/7/5,28.7
2022/7/6,28.3
2022/7/7,29.6
2022/7/8,28.1
2022/7/9,28.9
2022/7/10,30.7
2022/7/11,27.1
2022/7/12,27.4
2022/7/13,28.7
2022/7/14,29.7
2022/7/15,30.3
2022/7/16,30.1
2022/7/17,30.6
2022/7/18,30
2022/7/19,29.8
2022/7/20,30.7
2022/7/21,31.5
2022/7/22,28.6
2022/7/23,29
2022/7/24,27.8
2022/7/25,30.2
2022/7/26,27.8
2022/7/27,30.1
2022/7/28,31.3
2022/7/29,28.1
2022/7/30,27.2
2022/7/31,29
2022/8/1,30.9
2022/8/2,27.6
2022/8/3,31.2
2022/8/4,28.4
2022/8/5,31.9
2022/8/6,31
2022/8/7,27.2
2022/8/8,27.2
2022/8/9,31.9
2022/8/10,27.7
2022/8/11,27.5
2022/8/12,31.9
2022/8/13,30.5
2022/8/14,31.9
2022/8/15,30.9
2022/8/16,31.4
2022/8/17,29.5
2022/8/18,28.1
2022/8/19,28.4
2022/8/20,30.8
2022/8/21,29.2
2022/8/22,30.9
2022/8/23,28.5
2022/8/24,27.4
2022/8/25,28.2
2022/8/26,27.1
2022/8/27,29.2
2022/8/28,28.6
2022/8/29,28.3
2022/8/30,29
2022/8/31,31.9
2022/9/1,25.1
2022/9/2,25.7
2022/9/3,28
2022/9/4,28.8
2022/9/5,27.6
2022/9/6,29.8
2022/9/7,28.6
2022/9/8,29.8
2022/9/9,28.4
2022/9/10,25.8
2022/9/11,29
2022/9/12,27.3
2022/9/13,29.9
2022/9/14,25.9
2022/9/15,25.2
2022/9/16,28.6
2022/9/17,26.7
2022/9/18,27.3
2022/9/19,26.4
2022/9/20,28.8
2022/9/21,28.8
2022/9/22,29.1
2022/9/23,25.7
2022/9/24,28.6
2022/9/25,26.1
2022/9/26,25.3
2022/9/27,29.7
2022/9/28,25.7
2022/9/29,27.4
2022/9/30,27.6
2022/10/1,26.7
2022/10/2,23.4
2022/10/3,22.5
2022/10/4,25.2
2022/10/5,22.3
2022/10/6,22
2022/10/7,24.3
2022/10/8,23.3
2022/10/9,26.6
2022/10/10,25.6
2022/10/11,26.7
2022/10/12,26.7
2022/10/13,26.2
2022/10/14,25.5
2022/10/15,26.3
2022/10/16,26.1
2022/10/17,22.3
2022/10/18,24.9
2022/10/19,22.5
2022/10/20,22.3
2022/10/21,26
2022/10/22,25.5
2022/10/23,26.5
2022/10/24,24.4
2022/10/25,23.2
2022/10/26,24
2022/10/27,24.3
2022/10/28,24
2022/10/29,23.9
2022/10/30,26.1
2022/10/31,22.7
2022/11/1,20.4
2022/11/2,19
2022/11/3,18.3
2022/11/4,20.1
2022/11/5,22.3
2022/11/6,18.9
2022/11/7,21.7
2022/11/8,18.1
2022/11/9,19.5
2022/11/10,19
2022/11/11,20.9
2022/11/12,19.2
2022/11/13,19
2022/11/14,21.1
2022/11/15,19.6
2022/11/16,19.7
2022/11/17,20.8
2022/11/18,22
2022/11/19,22.7
2022/11/20,20
2022/11/21,21.1
2022/11/22,19.4
2022/11/23,19.6
2022/11/24,21.5
2022/11/25,22.5
2022/11/26,20.9
2022/11/27,21.3
2022/11/28,20.8
2022/11/29,19.9
2022/11/30,22
2022/12/1,16.9
2022/12/2,18.6
2022/12/3,18.9
2022/12/4,18.8
2022/12/5,15.6
2022/12/6,15.8
2022/12/7,16.4
2022/12/8,16.7
2022/12/9,18.8
2022/12/10,16.3
2022/12/11,15.7
2022/12/12,18.8
2022/12/13,17.4
2022/12/14,15.2
2022/12/15,16.3
2022/12/16,18.9
2022/12/17,17.8
2022/12/18,16.3
2022/12/19,15.5
2022/12/20,18.6
2022/12/21,17.4
2022/12/22,16.3
2022/12/23,18.4
2022/12/24,15.9
2022/12/25,18.3
2022/12/26,18.8
2022/12/27,15
2022/12/28,15.2
2022/12/29,15.8
2022/12/30,15.5
2022/12/31,15.4
2023/1/1,17
2023/1/2,14.1
2023/1/3,17.2
2023/1/4,17.6
2023/1/5,14.8
2023/1/6,15.4
2023/1/7,17.3
2023/1/8,16.7
2023/1/9,16.8
2023/1/10,14.2
2023/1/11,14.9
2023/1/12,14.9
2023/1/13,17.2
2023/1/14,14.3
2023/1/15,14.8
2023/1/16,16.7
2023/1/17,15.7
2023/1/18,14.1
2023/1/19,17.5
2023/1/20,17.1
2023/1/21,17
2023/1/22,15
2023/1/23,16.7
2023/1/24,14.5
2023/1/25,15.5
2023/1/26,15.9
2023/1/27,15.4
2023/1/28,16.1
2023/1/29,16.8
2023/1/30,14.3
2023/1/31,14.1
2023/2/1,18.5
2023/2/2,17.9
2023/2/3,17.3
2023/2/4,16.9
2023/2/5,17.5
2023/2/6,18.4
2023/2/7,17.5
2023/2/8,15.1
2023/2/9,15.2
2023/2/10,16
2023/2/11,18.5
2023/2/12,15.1
2023/2/13,16.8
2023/2/14,16.8
2023/2/15,17.6
2023/2/16,15.1
2023/2/17,16.5
2023/2/18,18.5
2023/2/19,17.4
2023/2/20,15.7
2023/2/21,15.3
2023/2/22,15.2
2023/2/23,17.1
2023/2/24,16.1
2023/2/25,15.8
2023/2/26,16.2
2023/2/27,16.2
2023/2/28,18.2
2023/3/1,18.5
2023/3/2,19.7
2023/3/3,20.1
2023/3/4,17.8
2023/3/5,18.6
2023/3/6,19.7
2023/3/7,17.8
2023/3/8,20.1
2023/3/9,20.9
2023/3/10,17.5
2023/3/11,18.3
2023/3/12,19.5
2023/3/13,20.2
2023/3/14,17.6
2023/3/15,20.3
2023/3/16,18.1
2023/3/17,19.2
2023/3/18,17.5
2023/3/19,17.6
2023/3/20,19.7
2023/3/21,17.8
2023/3/22,17.2
2023/3/23,18.7
2023/3/24,18.5
2023/3/25,19.2
2023/3/26,18.1
2023/3/27,20.1
2023/3/28,20.1
2023/3/29,18.9
2023/3/30,20.5
2023/3/31,17.8
2023/4/1,21.4
2023/4/2,21.6
2023/4/3,23
2023/4/4,20.4
2023/4/5,20.2
2023/4/6,21.8
2023/4/7,24.8
2023/4/8,21
2023/4/9,24.1
2023/4/10,23.6
2023/4/11,24.4
2023/4/12,20.6
2023/4/13,24.3
2023/4/14,22.3
2023/4/15,24.7
2023/4/16,20
2023/4/17,22.8
2023/4/18,20
2023/4/19,22.9
2023/4/20,20.9
2023/4/21,21.6
2023/4/22,20.8
2023/4/23,20.8
2023/4/24,24.6
2023/4/25,20.7
2023/4/26,23.9
2023/4/27,23.3
2023/4/28,23.1
2023/4/29,23.9
2023/4/30,22.6
2023/5/1,24.8
2023/5/2,23.8
2023/5/3,23
2023/5/4,23
2023/5/5,24.8
2023/5/6,23.5
2023/5/7,26
2023/5/8,23.8
2023/5/9,25.3
2023/5/10,25.1
2023/5/11,25.4
2023/5/12,24.8
2023/5/13,24.3
2023/5/14,26.2
2023/5/15,23.5
2023/5/16,23.9
2023/5/17,24.2
2023/5/18,24.2
2023/5/19,26.9
2023/5/20,25.6
2023/5/21,24.9
2023/5/22,24.6
2023/5/23,26.1
2023/5/24,24.4
2023/5/25,25.1
2023/5/26,23.4
2023/5/27,24.7
2023/5/28,23.8
2023/5/29,26
2023/5/30,24.7
2023/5/31,26.9
2023/6/1,28.4
2023/6/2,25.3
2023/6/3,26.9
2023/6/4,28.7
2023/6/5,25.6
2023/6/6,25.6
2023/6/7,25.8
2023/6/8,27.2
2023/6/9,26.7
2023/6/10,25.5
2023/6/11,26.4
2023/6/12,28.4
2023/6/13,26.4
2023/6/14,28.5
2023/6/15,25.7
2023/6/16,28.3
2023/6/17,26.8
2023/6/18,26.2
2023/6/19,27.5
2023/6/20,25.8
2023/6/21,25.1
2023/6/22,27.4
2023/6/23,27.3
2023/6/24,27
2023/6/25,28.5
2023/6/26,27.4
2023/6/27,27.7
2023/6/28,29
2023/6/29,27.2
2023/6/30,27.6
2023/7/1,27.3
2023/7/2,28.8
2023/7/3,27.8
2023/7/4,31.3
2023/7/5,28.8
2023/7/6,31.2
2023/7/7,27.8
2023/7/8,27.6
2023/7/9,27.4
2023/7/10,27.2
2023/7/11,31.3
2023/7/12,27.9
2023/7/13,27.5
2023/7/14,29.4
2023/7/15,31.4
2023/7/16,30.3
